0,1598.2772,14202.4316
1,1529.9199,14159.7402
2,1490.0184,14145.9639
3,1026.3396,14140.9961
4,358.9474,14073.7119
5,248.9392,14119.1758
6,198.6317,14077.3203
7,145.9718,14080.5996
8,110.7147,14089.5557
9,94.3277,14094.8477
10,77.7019,14085.2559
11,66.9903,14084.0518
12,62.7329,14093.8398
13,56.6675,14096.9199
14,52.8291,14091.04
15,48.4409,14105.1201
16,48.3185,14104.8115
17,48.4592,14067.2803
18,46.0086,14117.6719
19,41.1056,14110.7158
20,39.3256,14132.2559
21,36.9786,14143.0684
22,36.4078,14140.0479
23,36.3567,14153.1523
24,35.3552,14095.2158
25,34.8575,14153.668
26,33.933,14153.9238
27,37.8352,14118.5439
28,70.0669,14077.1924
29,258.4869,14108.2363
30,223.7533,14079.6797
31,152.5399,14064.3398
32,105.1675,14040.4805
33,69.1989,14029.8877
34,47.749,13975.292
35,35.3502,13950.0801
36,28.0189,13955.2998
37,21.2157,13940.3643
38,17.8562,13886.2275
39,15.8085,13893.6035
40,14.2505,13864.7275
41,13.0113,13812.6396
42,12.3202,13815.7002
43,11.4243,13794.4199
44,10.6801,13740.0322
45,10.3672,13743.8682
46,10.662,13718.1084
47,10.3548,13688.5918
48,10.2813,13634.0078
49,10.1405,13638.0039
50,9.7463,13610.3242
51,9.4939,13590.7881
52,9.3373,13558.5156
53,9.143,13538.4043
54,9.178,13506.9756
55,9.0771,13487.0996
56,9.1842,13436.2803
57,9.0687,13409.6758
58,8.9243,13364.1797
59,9.1189,13396.4355
60,9.1718,13373.8916
61,8.9275,13354.084
62,9.2039,13337.4678
63,9.4611,13326.168
64,9.8048,13293.0361
65,10.3954,13315.7764
66,11.3072,13313.3877
67,13.636,13307.3281
68,14.9048,13300.9756
69,19.9457,13241.0957
70,31.2811,13261.7842
71,36.0078,13238.5156
72,26.7933,13275.2842
73,21.5063,13312.4678
74,18.4708,13274.0078
75,16.7485,13307.8242
76,14.9744,13349.0596
77,13.3399,13336.8242
78,12.0415,13374.4482
79,10.8089,13387.9238
80,10.0345,13405.5762
81,9.4191,13383.5801
82,9.279,13379.6758
83,9.2707,13390.0879
84,9.4208,13435.0879
85,9.3117,13452.8838
86,9.1084,13493.7598
87,8.7675,13479.168
88,8.6005,13520.0195
89,8.5606,13480.3916
90,8.6733,13514.4082
91,8.6083,13544.9082
92,8.6929,13585.0645
93,8.4978,13590.2842
94,8.6081,13597.9443
95,8.7277,13624.9717
96,8.5434,13645.9277
97,8.1646,13611.4805
98,7.9514,13595.7402
99,8.1478,13554.4355
100,8.1505,13575.4157
101,8.1531,13596.3958
102,8.1558,13617.3759
103,8.1584,13638.356
104,8.1611,13659.3361
105,8.1637,13680.3162
106,8.1664,13701.2963
107,8.169,13722.2764
108,8.1717,13743.2566
109,8.1743,13764.2367
110,8.177,13785.2168
111,8.1796,13806.1969
112,8.1823,13827.177
113,8.1849,13848.1571
114,8.1876,13869.1372
115,8.1902,13890.1173
116,8.1929,13911.0974
117,8.1955,13932.0776
118,8.1982,13953.0577
119,8.2008,13974.0378
120,8.2035,13995.0179
121,8.2061,14015.998
122,8.2088,14036.9781
123,8.2114,14057.9582
124,8.2141,14078.9383
125,8.2167,14099.9184
126,8.2194,14120.8986
127,8.222,14141.8787
128,8.2247,14162.8588
129,8.2273,14183.8389
130,8.23,14204.819
131,8.2326,14225.7991
132,8.2353,14246.7792
133,8.2379,14267.7593
134,8.2406,14288.7394
135,8.2432,14309.7196
136,8.2459,14330.6997
137,8.2485,14351.6798
138,8.2512,14372.6599
139,8.2538,14393.64
140,8.2565,14414.6201
141,8.4007,14403.1357
142,8.2706,14296.3359
143,8.3739,14165.7637
144,8.4171,14007.8799
145,8.2985,13908.5645
146,8.1619,13769.4238
147,8.1488,13629.5244
148,8.0054,13424.1602
149,7.7503,13311.2764
150,7.8112,13137.5439
151,7.6213,12927.2842
152,7.4882,12713.8965
153,7.349,12539.8359
154,7.418,12332
155,7.6905,12131.7363
156,8.0312,11885.6084
157,8.1173,11626.4805
158,8.3774,11374.9082
159,8.516,11105.9883
160,8.6489,10815.8916
161,8.564,10574.3965
162,8.3631,10344.0361
163,7.9755,10054.4004
164,7.5583,9823.96
165,6.9105,9537.7803
166,7.2367,9348.4404
167,7.0036,9097.4922
168,6.6551,8958.0117
169,6.2499,8765.748
170,6.0655,8645.8037
171,5.7185,8376.1641
172,5.4886,8262.0518
173,5.254,8033.8442
174,5.0573,7891.124
175,4.7714,7677.2002
176,4.6058,7523.2642
177,4.3326,7267.0801
178,4.1824,7130.4761
179,3.9491,6912.5918
180,3.8802,6779.8081
181,3.6988,6584.416
182,3.6691,6457.5122
183,3.5063,6273.9399
184,3.4818,6164.9639
185,3.3326,5975.98
186,3.3147,5843.208
187,3.1432,5664.416
188,3.1292,5585.3838
189,3.0242,5434.46
190,3.0235,5362.876
191,2.9091,5199.936
192,2.9275,5146.3442
193,2.8075,4996.3481
194,2.8132,4978.1401
195,2.6726,4808.4038
196,2.6931,4788.5122
197,2.5782,4638.5918
198,2.6239,4582.9678
199,2.5336,4496.708
200,2.5439,4493.9561
201,2.4464,4368.7041
202,2.4869,4371.4922
203,2.3913,4247.8242
204,2.4424,4254.832
205,2.3314,4142.5
206,2.4048,4160.7598
207,2.3287,4041.9719
208,2.3766,4066.968
209,2.28,3944.812
210,2.3196,3992.6919
211,2.2038,3842.8921
212,2.2662,3873.54
213,2.152,3765.96
214,2.2253,3802.3879
215,2.1256,3685.0759
216,2.2114,3724.624
217,2.1245,3609.2439
218,2.206,3657.72
219,2.1202,3565.7681
220,2.1988,3610.092
221,2.1212,3526.9441
222,2.1915,3574.1201
223,2.0928,3498.2161
224,2.1972,3538.5801
225,2.116,3461.636
226,2.2137,3517.74
227,2.1811,3470.28
228,2.3022,3519.6279
229,2.2497,3432.948
230,2.3806,3523.656
231,2.3169,3451.3279
232,2.4591,3518.9441
233,2.4148,3471.2319
234,2.5609,3545.8081
235,2.5154,3487.2041
236,2.6524,3574.668
237,2.5861,3547.24
238,2.7154,3631.032
239,2.6299,3626.9839
240,2.7882,3711.2
241,2.753,3690.3921
242,2.9144,3789.408
243,2.8871,3770.928
244,3.089,3864.292
245,3.0929,3839.74
246,3.3,3930.1599
247,3.4038,3942.3679
248,3.7735,4083.76
249,3.9232,4064.6279
250,4.3364,4167.3398
251,4.4192,4151.4399
252,4.9057,4242.144
253,6.4766,4212.6479
254,8.3133,4334.8359
255,5.2807,4305.3198
