1.5011078119,3.7018527985
1.4462553263,2.3161091805
1.4082397223,2.4658882618
1.3779762983,2.4335706234
1.3350201845,3.5963134766
1.3129076958,1.7028975487
1.2852897644,2.8175961971
1.2521852255,2.6407878399
1.2338324785,2.2073755264
1.2235077620,2.1359982491
1.2096890211,0.2758872211
1.1777446270,1.1260952950
1.1694585085,1.4584591389
1.1622247696,1.5485255718
1.1463420391,0.9637718201
1.1454012394,0.4409390688
1.1278551817,1.4556241035
1.1235984564,0.6657844186
1.1183228493,0.1917886138
1.1174577475,0.8647999167
1.0988273621,0.7365981340
1.0986360312,0.3683803976
1.0937325954,0.5631372929
1.0872777700,0.8117282391
1.0765421391,1.2875185013
1.0777980089,1.1020520926
1.0676857233,0.9642011523
1.0770746469,-0.3704215586
1.0670012236,1.0783920288
1.0688581467,0.3640172184
1.0574872494,0.4534377456
1.0562572479,0.6532717347
1.0596599579,0.3607321978
1.0536462069,1.5263223648
1.0454293489,1.0792754889
1.0574778318,0.3784496486
1.0442048311,1.7255721092
1.0451991558,0.9882029295
1.0358365774,0.8245668411
1.0400558710,0.0691221058
1.0400069952,0.4222292900
1.0353364944,0.0930252150
1.0284162760,1.2051961422
0.9965316653,2.9466404915
1.0240679979,0.4999530017
1.0193657875,0.8414739966
1.0161638260,3.0611801147
1.0227953196,0.9223676920
1.0168852806,0.6196882725
1.0128917694,0.7819597125
1.0138347149,1.8566621542
1.0169438124,1.0914454460
1.0121901035,0.6564264297
1.0131449699,0.2502324879
1.0062447786,0.4122912586
1.0135850906,-0.4960512221
1.0047118664,0.4472868145
0.9955553412,0.4717401862
0.9968844056,0.9088656902
1.0047205687,-0.2915498018
0.9989706874,0.6704615355
0.9972954392,0.3947170973
1.0024012327,0.0335536860
1.0043711662,0.3084785640
1.0066304207,0.3813080788
1.0062857866,0.4233781397
1.0160801411,1.4445875883
1.0080624819,1.0905843973
1.0110235214,0.9609219432
1.0102634430,0.0056937896
1.0068188906,1.3668310642
1.0052546263,1.0471683741
1.0061177015,1.4940516949
1.0119925737,1.3964368105
1.0094137192,0.2073152065
1.0039319992,1.6852993965
1.0079666376,0.8178470731
1.0087242126,1.3568636179
1.0030697584,0.3085733652
1.0036365986,0.9154708385
1.0029555559,0.5565843582
1.0063849688,0.4593427479
1.0059019327,0.2498255074
1.0037418604,0.6777528524
1.0097116232,0.8599903584
1.0080349445,1.4433425665
1.0036993027,0.4582934678
1.0029251575,1.2307316065
1.0055952072,0.7386257052
1.0072424412,1.0030879974
1.0020399094,1.4211493731
1.0068638325,1.0440081358
1.0032896996,2.2713944912
1.0088013411,0.9037495852
1.0051883459,0.7420692444
0.9978482723,1.8409453630
0.9999290109,1.0897636414
0.9995284081,1.0694285631
1.0046795607,1.0019443035
0.9990214705,0.9597226381
0.9953860044,1.1816064119
1.0013905764,0.3988843858
0.9987611175,1.0641120672
0.9991919994,0.4642347991
0.9964125156,0.6790786982
0.9984431267,1.5181891918
0.9987475872,0.6583387256
0.9995112419,1.2665914297
0.9978798032,0.8878542185
0.9925233722,1.6024295092
1.0004590750,0.0200330168
1.0015608072,0.6283723116
0.9954482913,0.5430524945
0.9949507117,0.9216189981
1.0008583069,0.5640962720
0.9937283993,1.4348231554
1.0016837120,0.5815953016
0.9925024509,1.1984977722
0.9994488358,0.7770336866
0.9930051565,1.0466845036
0.9965801835,0.5977071524
0.9960644841,1.1995979548
1.0027071238,0.4609405994
1.0027081966,1.0217047930
1.0022436380,1.1586483717
0.9866128564,0.6890038848
0.9917320609,0.7592587471
0.9999630451,0.3953109980
0.9953521490,0.4762652218
0.9952848554,0.3797497749
0.9909372926,0.5744560957
0.9985542893,-0.0327363014
1.0035703182,-0.4256013632
0.9975494146,0.5761840343
0.9980709553,0.5340028405
1.0043582916,1.4869192839
1.0039064884,0.4395432472
1.0048910379,0.3076996505
1.0077480078,0.9227063060
1.0120534897,0.5531448722
1.0075269938,1.0876441002
1.0045433044,0.6170384884
1.0062096119,1.0687097311
1.0057423115,0.1185891181
1.0018529892,0.5483303070
1.0054368973,0.9936848879
1.0087888241,0.7128536701
1.0088030100,0.2604383826
1.0126148462,0.2243521214
1.0120230913,1.1100035906
1.0113297701,0.3324948549
1.0158632994,0.7733983397
1.0159206390,-0.1123968661
1.0230237246,0.5566250682
1.0222613811,0.4447398186
1.0171414614,1.6559389830
1.0200396776,0.2709437907
1.0444842577,1.0916652679
1.0196106434,0.5498073697
1.0240954161,0.8217352033
1.0234856606,0.6636905074
1.0408480167,1.4785121679
1.0247136354,1.1808667183
1.0286200047,1.2471289635
1.0283727646,0.2892563045
1.0244739056,0.9575616121
1.0192245245,0.6485384703
1.0342968702,0.5387774110
1.1398060322,5.9310555458
1.0313168764,0.5855091214
1.0228465796,1.3466125727
1.0273026228,0.6612821817
1.0394256115,0.5750926733
1.0391848087,1.1631950140
1.0572245121,1.2927595377
1.0438503027,1.0770621300
1.0473345518,1.2873696089
1.0492415428,0.4032928348
1.0535359383,1.9940810204
1.0576362610,1.9362976551
1.0537978411,1.0227370262
1.0502235889,2.6336410046
1.1114996672,0.9421920776
1.0592721701,1.4814839363
1.0607511997,1.4286897182
1.0746128559,2.2905743122
1.0638948679,1.6550537348
1.0755970478,1.4537622929
1.0857253075,-3.9530293941
1.0882357359,-0.6143453121
1.0704156160,0.3839681447
1.0739468336,0.9117060900
1.0736362934,0.7615631223
1.0825775862,0.9833443165
1.0722737312,1.1282076836
1.0790380239,1.2789143324
1.0869938135,-0.4494988024
1.0807293653,1.5681806803
1.0932178497,0.5977697372
1.0931051970,1.6222970486
1.0876833200,0.2426347882
1.0902458429,0.8517612219
1.0890145302,0.9456052184
1.0909833908,0.8910763264
1.0923900604,0.9738576412
1.0932413340,1.3042279482
1.1011190414,2.1140477657
1.0961894989,0.6455696821
1.1054872274,1.6871687174
1.1142457724,3.6328434944
1.0970312357,1.5012252331
1.1405901909,1.9429967403
1.1044899225,1.6763792038
1.1106016636,1.4292401075
1.0889307261,3.4520370960
1.1141891479,0.8686550260
1.1136795282,1.4877067804
1.1147799492,1.6760624647
1.1170086861,1.8196060658
1.0948331356,6.0770516396
1.1240780354,1.7344238758
1.1338279247,1.3375608921
1.1480568647,2.2421951294
1.1425406933,1.4977442026
1.1440560818,1.3233979940
1.1419458389,2.2647144794
1.1504515409,1.5649262667
1.1517907381,1.6013243198
1.1617181301,1.6284259558
1.1715404987,0.7472473383
1.1770073175,2.5577301979
1.1885365248,3.1144623756
1.1914881468,1.7069940567
1.2113677263,1.6397492886
1.2187583447,2.1706202030
1.2420769930,1.9372867346
1.2625746727,2.4915080070
1.2517188787,3.2318797112
1.2872276306,1.9901483059
1.3093127012,2.1394860744
1.3194620609,2.6304214001
1.3616896868,1.8360892534
1.3862429857,2.9594502449
1.4061632156,3.3401386738
1.4449181557,4.1352863312
1.4947408438,3.6888766289
1.5454022884,3.0648989677
1.5701775551,4.0919160843
1.6438363791,4.1439356804
1.7590919733,4.6049985886
1.5003296137,4.5763330460
