1.6412596703,2.5066382885
1.5260092020,1.9067254066
1.5884356499,2.3208572865
1.4681299925,2.3280291557
1.4551053047,2.1789977551
1.4143923521,2.0605430603
1.3467127085,2.3642692566
1.3442233801,2.1845107079
1.3152930737,2.1002790928
1.3299704790,1.7620455027
1.2595049143,2.2139658928
1.2696621418,1.9868558645
1.2633733749,1.9512026310
1.2204360962,2.0632805824
1.2293736935,1.9180592299
1.2157787085,1.8767589331
1.2071863413,1.8572413921
1.2113555670,2.0287761688
1.2280788422,2.0341382027
1.1957644224,2.0104262829
1.2047759295,1.8491080999
1.1818276644,1.8859341145
1.1716651917,1.7177963257
1.1454124451,2.1004378796
1.1377841234,2.1338748932
1.1007179022,2.3307650089
1.1250640154,2.0763454437
1.1183608770,2.1682305336
1.1440856457,2.0707044601
1.1313477755,2.2882611752
1.1356607676,2.2018334866
1.1431553364,2.2537641525
1.1070852280,2.2648816109
1.0997613668,2.3305113316
1.1045371294,2.1248888969
1.0898983479,2.0606467724
1.0968508720,2.2068028450
1.0780401230,2.1090259552
1.1087309122,1.7914358377
1.1317685843,1.9186191559
1.1399374008,1.8089853525
1.1197886467,2.1942660809
1.0828791857,2.1698648930
1.0887627602,2.1372718811
1.0780149698,2.3400180340
1.0952972174,2.4019777775
1.0926401615,2.1058259010
1.0622159243,2.2912988663
1.0335446596,2.3010447025
1.0091114044,2.2668404579
1.0788289309,2.0900447369
1.0639356375,2.1377213001
1.0683842897,2.1952853203
1.0533216000,2.2699322701
1.0852181911,2.0640087128
1.0541403294,2.2624280453
1.0372943878,2.0862200260
1.0317395926,1.8890379667
1.0406112671,2.0449993610
1.0371602774,2.1101794243
1.0430455208,1.9143226147
1.0419348478,1.7572964430
1.0340678692,2.0392715931
1.0359747410,1.8575495481
1.0426608324,1.7876820564
1.0416520834,1.9667586088
1.0472939014,2.2008237839
1.0522779226,2.3222494125
1.0463756323,2.3532273769
1.0560525656,2.7168209553
1.0503637791,2.7500176430
1.0427920818,2.8894841671
1.0348967314,2.8819022179
1.0586429834,2.6876153946
1.0526075363,2.6070635319
1.0455299616,2.7154643536
1.0337256193,2.7435386181
1.0193166733,2.8556036949
1.0087212324,2.7970025539
1.0014786720,2.7874357700
1.0001212358,2.9107744694
1.0111764669,2.7637228966
1.0273401737,2.7023413181
1.0434963703,2.7350091934
1.0455590487,2.5567400455
1.0492360592,2.6516661644
1.0336571932,2.4921927452
1.0485572815,2.7920131683
1.0756238699,2.5108597279
1.0760509968,2.5659666061
1.0679674149,2.4243564606
1.0610612631,2.5902483463
1.0873414278,2.7463893890
1.0628222227,2.3555471897
1.0264610052,2.5947573185
1.0341027975,2.6787886620
1.0274761915,2.5871343613
1.0376541615,2.6275758743
1.0413397551,2.5685160160
1.0356426239,2.6731097698
1.0271619558,2.6333236694
1.0427843332,2.3958587646
1.0289775133,2.4320039749
1.0283478498,2.4506685734
1.0030355453,2.5365757942
0.9799765348,2.5503103733
0.9630029202,2.3621065617
0.9495947361,2.6391897202
0.9284507632,2.5804920197
0.9396060705,2.8367090225
1.0139558315,2.1634366512
0.9998576641,2.1476335526
1.0023488998,2.3675930500
1.0181658268,2.3535799980
0.9992665052,2.3548300266
0.9861059189,2.3191008568
0.9706736803,2.3875441551
0.9646096230,2.5466084480
1.0292342901,1.9471811056
1.0326182842,2.0466763973
1.0105221272,2.3322854042
1.0161226988,2.4029555321
