0,350.7653,10951.3242
1,332.578,10842.3438
2,323.7998,10828.3516
3,222.3072,10758.2637
4,79.261,10689.5879
5,55.0725,10691.8398
6,44.1376,10663.916
7,32.4643,10616.8477
8,24.5573,10633.0117
9,20.9422,10606.8076
10,17.3202,10617.7559
11,14.9142,10576.0078
12,14.0082,10640
13,12.6227,10607.3877
14,11.8649,10640.2002
15,10.8053,10634.3076
16,10.7853,10673.0957
17,10.8463,10614.7363
18,10.3161,10712.9678
19,9.4363,10671.9121
20,9.07,10758.208
21,8.4869,10753.6758
22,8.3583,10788.2803
23,8.3949,10786.9678
24,8.1272,10781.8516
25,8.0941,10792.0156
26,7.8341,10832.1123
27,8.702,10747.2676
28,16.302,10719.3799
29,58.7456,10645.9678
30,48.957,10589.3721
31,33.143,10496.2725
32,22.8122,10458.3242
33,14.8923,10375.2725
34,10.3119,10307.8203
35,7.726,10189.1035
36,6.0222,10178.5244
37,4.5211,10078.3682
38,3.8253,10012.416
39,3.3535,9926.8838
40,2.9889,9870.7441
41,2.6953,9729.9443
42,2.5483,9702.3076
43,2.3531,9591.4717
44,2.1856,9519.6562
45,2.1015,9420.208
46,2.1553,9373.96
47,2.064,9240.1836
48,2.0455,9166.3242
49,1.9968,9068.2998
50,1.9133,9021.8721
51,1.8411,8907.832
52,1.8054,8846.54
53,1.7465,8732.7998
54,1.7482,8676.8916
55,1.6972,8566.6279
56,1.7192,8514.5283
57,1.6764,8383.416
58,1.6362,8341.7842
59,1.6564,8261.1836
60,1.6578,8230.3203
61,1.5926,8122.9438
62,1.6439,8109.2759
63,1.6694,8029.3481
64,1.7303,8033.436
65,1.8055,7992.644
66,1.9714,8025.748
67,2.4508,7968.1079
68,2.6102,7985.6001
69,3.4597,7891.0879
70,5.3715,7928.1362
71,6.1458,7886.1162
72,4.6302,7970.312
73,3.747,7981.584
74,3.2434,8024.2959
75,2.9383,8038.5879
76,2.6538,8146.7202
77,2.3712,8133.2319
78,2.1696,8238.0879
79,1.9428,8237.3203
80,1.8277,8332.0918
81,1.711,8294.8877
82,1.7029,8385.3115
83,1.7164,8393.5879
84,1.7524,8504.3076
85,1.7409,8516.5283
86,1.7137,8624.4805
87,1.6499,8613.2236
88,1.63,8714.668
89,1.6308,8688.2158
90,1.6662,8788.0117
91,1.659,8827.4004
92,1.691,8929.7236
93,1.6628,8983.4961
94,1.7067,9080.9043
95,1.7219,9094.752
96,1.6877,9136.6484
97,1.5987,9048.5479
98,1.5591,9041.0801
99,1.58,8931.4482
100,1.5722,9000.9001
101,1.5643,9070.352
102,1.5565,9139.8039
103,1.5486,9209.2558
104,1.5408,9278.7077
105,1.5329,9348.1596
106,1.5251,9417.6114
107,1.5173,9487.0633
108,1.5094,9556.5152
109,1.5016,9625.9671
110,1.4937,9695.419
111,1.4859,9764.8709
112,1.478,9834.3228
113,1.4702,9903.7747
114,1.4623,9973.2265
115,1.4545,10042.6784
116,1.4466,10112.1303
117,1.4388,10181.5822
118,1.4309,10251.0341
119,1.4231,10320.486
120,1.4152,10389.9379
121,1.4074,10459.3897
122,1.3995,10528.8416
123,1.3917,10598.2935
124,1.3839,10667.7454
125,1.376,10737.1973
126,1.3682,10806.6492
127,1.3603,10876.1011
128,1.3525,10945.5529
129,1.3446,11015.0048
130,1.3368,11084.4567
131,1.3289,11153.9086
132,1.3211,11223.3605
133,1.3132,11292.8124
134,1.3054,11362.2643
135,1.2975,11431.7162
136,1.2897,11501.168
137,1.2818,11570.6199
138,1.274,11640.0718
139,1.2661,11709.5237
140,1.2583,11778.9756
141,1.2556,11628.0039
142,1.2205,11311.7725
143,1.1505,10828.752
144,1.0965,10406.4043
145,1.0477,9976.3916
146,0.9961,9537.3604
147,0.9283,9024.1035
148,0.8698,8509.7959
149,0.7973,7952.7158
150,-9999,16384
151,-9999,16384
152,-9999,16384
153,-9999,16384
154,-9999,16384
155,-9999,16384
156,-9999,16384
157,-9999,16384
158,-9999,16384
159,-9999,16384
160,-9999,16384
161,-9999,16384
162,-9999,16384
163,-9999,16384
164,-9999,16384
165,-9999,16384
166,-9999,16384
167,-9999,16384
168,-9999,16384
169,-9999,16384
170,-9999,16384
171,-9999,16384
172,-9999,16384
173,-9999,16384
174,-9999,16384
175,-9999,16384
176,-9999,16384
177,-9999,16384
178,-9999,16384
179,-9999,16384
180,-9999,16384
181,-9999,16384
182,-9999,16384
183,-9999,16384
184,-9999,16384
185,-9999,16384
186,-9999,16384
187,-9999,16384
188,-9999,16384
189,-9999,16384
190,-9999,16384
191,-9999,16384
192,-9999,16384
193,-9999,16384
194,-9999,16384
195,-9999,16384
196,-9999,16384
197,-9999,16384
198,-9999,16384
199,-9999,16384
200,-9999,16384
201,-9999,16384
202,-9999,16384
203,-9999,16384
204,-9999,16384
205,-9999,16384
206,-9999,16384
207,-9999,16384
208,-9999,16384
209,-9999,16384
210,-9999,16384
211,-9999,16384
212,-9999,16384
213,-9999,16384
214,-9999,16384
215,-9999,16384
216,-9999,16384
217,-9999,16384
218,-9999,16384
219,-9999,16384
220,-9999,16384
221,-9999,16384
222,-9999,16384
223,-9999,16384
224,-9999,16384
225,-9999,16384
226,-9999,16384
227,-9999,16384
228,-9999,16384
229,-9999,16384
230,-9999,16384
231,-9999,16384
232,-9999,16384
233,-9999,16384
234,-9999,16384
235,-9999,16384
236,-9999,16384
237,-9999,16384
238,-9999,16384
239,-9999,16384
240,-9999,16384
241,-9999,16384
242,-9999,16384
243,-9999,16384
244,-9999,16384
245,-9999,16384
246,-9999,16384
247,-9999,16384
248,-9999,16384
249,-9999,16384
250,-9999,16384
251,-9999,16384
252,-9999,16384
253,-9999,16384
254,-9999,16384
255,-9999,16384
