P,urn:isro:isda:ch2_cho.iir:miscellaneous:readme.txt::1.0
P,urn:isro:isda:ch2_cho.iir:miscellaneous:ch2_iirs_band_validity_list::1.0
P,urn:isro:isda:ch2_cho.iir:miscellaneous:ch2_iirs_band_validity_list_readme::1.0
P,urn:isro:isda:ch2_cho.iir:miscellaneous:ch2_iirs_wavelength::1.0
P,urn:isro:isda:ch2_cho.iir:miscellaneous:ch2_iirs_wavelength_readme::1.0
P,urn:isro:isda:ch2_cho.iir:miscellaneous:ch2_iirs_solar_flux::1.0
P,urn:isro:isda:ch2_cho.iir:miscellaneous:ch2_iirs_solar_flux_readme::1.0
